









Frequency of observations in the selected location(s).:
Number of taxa: 	424

	Jan				Feb				Mar				Apr				May				Jun				Jul				Aug				Sep				Oct				Nov				Dec				
Long-tailed Duck	0.0129744	0.0192208	0.0088496	0.0088868	0.0310914	0.0134925	0.0160974	0.0205128	0.0114286	0.0141844	0.0076555	0.0135889	0.0190792	0.0049706	0.0087146	0.0036533	2.887E-4	0.0	0.0	0.0	0.0013652	0.0	9.217E-4	7.452E-4	0.0055249	0.0070671	0.0010965	0.0	0.0049751	0.0015	0.0	0.0	0.0	7.605E-4	0.0	6.15E-4	0.0	0.0027285	0.0021277	0.0044226	0.0044183	0.0084246	0.0103093	0.0129179	0.011022	0.0116801	0.019084	0.0255403	
Bufflehead	0.1599092	0.1381818	0.1288717	0.0940131	0.0983503	0.079917	0.0585002	0.1253561	0.1148052	0.1787234	0.2349282	0.2655052	0.2704272	0.2440127	0.1703704	0.1089339	0.0412818	0.0091213	8.15E-4	0.0043154	0.0040956	8.026E-4	0.002765	0.0022355	0.001105	0.0023557	0.002193	0.0042017	0.0029851	0.0036832	8.326E-4	0.0	7.112E-4	0.0	0.0	0.0	0.0	0.0047749	0.0219858	0.0604423	0.1354934	0.2274642	0.2505948	0.2317629	0.2114228	0.2093441	0.1832061	0.2102161	
Common Goldeneye	0.1518002	0.1485714	0.1664823	0.137044	0.1763959	0.1447846	0.1087554	0.180057	0.1828571	0.1687943	0.1358852	0.1101045	0.0833679	0.0284681	0.0183007	0.0053138	0.0020208	0.0012162	8.15E-4	0.0	0.0	8.026E-4	0.0018433	7.452E-4	0.001105	0.0	0.0	7.003E-4	0.0	0.0	0.0	5.094E-4	0.0	0.0	8.658E-4	6.15E-4	0.0	0.0013643	0.0099291	0.0211302	0.0552283	0.0817186	0.0856463	0.0919453	0.0751503	0.1042228	0.1389313	0.1925344	
Hooded Merganser	0.0843334	0.0581818	0.0630531	0.0477081	0.0805838	0.0591593	0.0431881	0.1002849	0.1023377	0.1319149	0.1511962	0.1393728	0.0904189	0.0501582	0.0318083	0.0162737	0.0057737	0.0033445	0.0036675	0.0058847	0.0068259	0.0072231	0.0073733	7.452E-4	0.0044199	0.0058893	0.0010965	7.003E-4	0.0029851	0.0027624	0.0024979	0.0025471	0.0049787	0.0015209	0.0034632	0.00246	0.0061224	0.0081855	0.0141844	0.0461916	0.1067747	0.1558551	0.1379857	0.1413374	0.1172345	0.1015274	0.0816794	0.1001965	
Common Merganser	0.1170937	0.1184416	0.1200221	0.1033676	0.1338832	0.1261028	0.1071849	0.2222222	0.2244156	0.2330969	0.2602871	0.2536585	0.2057238	0.1310438	0.0688453	0.0305546	0.0132794	0.0051687	0.0028525	0.0031385	0.0013652	0.0032103	0.002765	0.0	0.001105	0.0011779	0.0010965	0.0035014	0.0029851	0.0092081	0.0049958	0.0066225	0.0049787	0.0030418	0.0051948	0.0073801	0.0095238	0.0068213	0.0106383	0.0260442	0.0324006	0.042123	0.0610626	0.0911854	0.0971944	0.0808625	0.0954198	0.1375246	
Red-breasted Merganser	0.0194616	0.027013	0.0365044	0.0173059	0.0418782	0.0145304	0.0090302	0.0433048	0.0431169	0.0543735	0.0674641	0.0926829	0.1157196	0.1007682	0.0923747	0.074726	0.0274249	0.013986	0.00489	0.0070616	0.003413	0.0032103	9.217E-4	7.452E-4	0.0	0.0	0.0	0.0021008	9.95E-4	0.0	0.0	5.094E-4	0.0	7.605E-4	0.0	0.00123	0.0013605	0.0047749	0.012766	0.0167076	0.0213549	0.0328559	0.0301348	0.0288754	0.0260521	0.0134771	0.0183206	0.0314342	
Common/Red-breasted Merganser	9.731E-4	0.0020779	0.0016593	0.0014032	0.0	0.0015568	0.0019631	0.0017094	0.0020779	0.0023641	0.0038278	0.0017422	0.005392	0.0018075	8.715E-4	0.0019927	5.774E-4	0.0012162	4.075E-4	0.0	6.826E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.605E-4	8.658E-4	6.15E-4	6.803E-4	0.0	0.0014184	9.828E-4	0.0022091	0.0025274	0.001586	0.0	0.001002	8.985E-4	0.0022901	0.0026195	
merganser sp.	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.93E-4	0.0	0.0	0.0	0.0	0.0	
Ruddy Duck	0.0330847	0.0348052	0.0403761	0.0355472	0.0545685	0.061754	0.0439733	0.0450142	0.0394805	0.0349882	0.0406699	0.0529617	0.0900041	0.1048351	0.0832244	0.0567918	0.0230947	0.0079051	0.00652	0.0043154	0.0054608	0.0032103	0.0018433	7.452E-4	0.0022099	0.0	0.002193	7.003E-4	0.0015	9.208E-4	0.0	5.094E-4	0.0021337	0.0022814	0.0034632	0.0178352	0.0414966	0.0504775	0.0957447	0.1169533	0.1583211	0.146588	0.1213323	0.0965046	0.0751503	0.0431267	0.0480916	0.0478062	
duck sp.	0.0149205	0.0207792	0.0127212	0.0098223	0.0126904	0.0062273	0.0113859	0.0165242	0.0114286	0.0198582	0.022488	0.0121951	0.0107839	0.0090375	0.0039216	0.0026569	0.0028868	0.0018243	4.075E-4	0.0023539	6.826E-4	0.0048154	0.0018433	0.0037258	0.0033149	0.0023557	0.002193	0.0077031	0.0069652	0.0055249	0.0066611	0.0056037	0.002845	0.008365	0.0034632	0.0086101	0.0122449	0.0102319	0.0134752	0.0176904	0.0375552	0.0328559	0.0261697	0.025076	0.0200401	0.0224618	0.0259542	0.0307793	
Helmeted Guineafowl	0.0	0.0	0.0	0.0	0.0	0.0015	0.0015	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Northern Bobwhite	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.887E-4	0.0	0.0015	7.846E-4	6.826E-4	8.026E-4	0.0015	7.452E-4	0.0015	0.0	0.0	7.003E-4	0.0	0.0	0.0	5.094E-4	0.0	0.0	0.0	0.0	0.0	6.821E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
new world quail sp.	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0014903	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Wild Turkey	0.0421667	0.0285714	0.0320796	0.0304022	0.035533	0.0290607	0.0341578	0.0324786	0.0374026	0.0463357	0.0349282	0.0480836	0.0510162	0.0582919	0.0749455	0.0670873	0.0689954	0.0550319	0.0635697	0.0576697	0.0607509	0.0585875	0.0525346	0.0469449	0.0486188	0.0471143	0.0405702	0.0462185	0.0368159	0.0322284	0.0216486	0.0285278	0.0277383	0.0228137	0.0268398	0.0344403	0.0401361	0.0313779	0.0276596	0.0299754	0.0228277	0.0261163	0.0452022	0.0273556	0.0290581	0.034142	0.0358779	0.0255403	
Ruffed Grouse	0.0	0.0	0.0	4.677E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.148E-4	4.519E-4	0.0015	0.0	0.0	3.04E-4	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	6.803E-4	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Ring-necked Pheasant	0.0061628	0.0041558	0.0077434	0.0046773	0.0076142	0.0025947	0.0039262	0.0017094	0.0077922	0.0033097	0.0019139	0.004878	0.0062215	0.0122006	0.0091503	0.0112919	0.0158776	0.0170265	0.0183374	0.017654	0.0163823	0.0176565	0.0239631	0.0171386	0.0077348	0.0035336	0.0065789	0.0014006	0.0039801	0.0046041	8.326E-4	0.0020377	0.0014225	0.0015209	0.0025974	0.00369	0.0013605	0.0047749	7.092E-4	0.002457	0.0036819	0.0016849	0.0	0.0015198	0.0	0.0026954	0.0145038	0.0026195	
Green Pheasant	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0011779	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Indian Peafowl	0.0	0.0	5.531E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Chukar	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.075E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.094E-4	0.0	7.605E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Rock Pigeon	0.0823873	0.0774026	0.0519912	0.0589336	0.0666244	0.0664245	0.0510404	0.0649573	0.0784416	0.0652482	0.0626794	0.0609756	0.0493571	0.0546769	0.0570806	0.0524743	0.0433025	0.0443904	0.0427873	0.0376618	0.0477816	0.0377207	0.0451613	0.0752608	0.0552486	0.0694935	0.0723684	0.0616246	0.0646766	0.0524862	0.0516236	0.0499236	0.0519203	0.0669202	0.0510823	0.0651907	0.0666667	0.0648022	0.0539007	0.0373464	0.0515464	0.0429655	0.0515464	0.0486322	0.0541082	0.0539084	0.0694656	0.0530452	
Mourning Dove	0.3512812	0.3781818	0.3744469	0.3999065	0.3781726	0.4187857	0.4299176	0.4347578	0.4425974	0.4335697	0.4215311	0.454007	0.4628785	0.4853141	0.5076253	0.5446695	0.5051963	0.5110976	0.4963325	0.5319733	0.5078498	0.5288925	0.5612903	0.5529061	0.5646409	0.6124853	0.6184211	0.6421569	0.6179104	0.6086556	0.6511241	0.632705	0.6273115	0.5901141	0.5887446	0.5405904	0.4972789	0.4631651	0.4546099	0.4584767	0.4050074	0.3740522	0.3790642	0.3776596	0.4178357	0.3791554	0.4038168	0.3791749	
Yellow-billed Cuckoo	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.887E-4	0.0018243	0.00815	0.0325618	0.021843	0.0288925	0.0092166	0.0104322	0.0110497	0.008245	0.0065789	0.0056022	0.0029851	0.0027624	0.0024979	0.0056037	0.0042674	0.0045627	0.0060606	0.004305	6.803E-4	6.821E-4	0.0014184	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Black-billed Cuckoo	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.661E-4	0.006689	0.0285249	0.0349157	0.0156997	0.0152488	0.0129032	0.0104322	0.0044199	0.0011779	0.0032895	0.0056022	0.0049751	0.0	0.0033306	0.0015283	0.0021337	0.0022814	8.658E-4	0.00123	0.0020408	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Yellow-billed/Black-billed Cuckoo	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.923E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Common Nighthawk	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.774E-4	0.0045607	0.0101874	0.023931	0.0088737	0.0088283	0.0064516	0.0067064	0.0099448	0.0094229	0.004386	0.0028011	0.0049751	0.0018416	0.020816	0.0412634	0.0291607	0.0205323	0.0103896	0.00369	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Eastern Whip-poor-will	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0033212	0.0075058	0.0021283	8.15E-4	0.0015	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0021337	7.605E-4	0.0015	6.15E-4	0.0	0.0	7.092E-4	4.914E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Chimney Swift	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0017429	0.0405181	0.1339492	0.1933718	0.2025265	0.2079247	0.1938567	0.2006421	0.1981567	0.1974665	0.2033149	0.2108363	0.1732456	0.2030812	0.2268657	0.1915285	0.173189	0.1930718	0.1536273	0.1414449	0.1082251	0.1180812	0.1013605	0.0402456	0.0099291	9.828E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Ruby-throated Hummingbird	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0046496	0.0415704	0.1097598	0.1414018	0.1290702	0.1187713	0.1083467	0.1105991	0.0842027	0.1226519	0.1260306	0.1162281	0.1512605	0.2099502	0.1998158	0.2689425	0.3428426	0.3847795	0.3680608	0.2718615	0.1334563	0.0278912	0.0047749	0.0	0.0019656	0.0036819	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Ruby-throated/Black-chinned Hummingbird	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.803E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Rufous Hummingbird	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0068027	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
hummingbird sp.	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.887E-4	0.0012162	4.075E-4	0.0	6.826E-4	0.0	9.217E-4	7.452E-4	0.0	0.0	0.0	7.003E-4	0.0	9.208E-4	0.0016653	0.0020377	0.0015	0.0022814	8.658E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
King Rail	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0141455	0.0027364	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Virginia Rail	0.0	0.0	0.0	0.0	0.0	5.189E-4	0.0	0.0	0.0	0.0	0.0	0.0087108	0.0199088	0.0460913	0.0631808	0.0724012	0.0554273	0.0389176	0.0440098	0.0325618	0.0225256	0.0152488	0.0211982	0.0186289	0.0110497	0.0106007	0.0252193	0.0210084	0.0268657	0.0248619	0.0266445	0.0397351	0.0327169	0.0212928	0.017316	0.0116851	0.0129252	0.0068213	0.0014184	9.828E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Sora	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.785E-4	0.0020906	0.0020738	0.0411207	0.0666667	0.1198937	0.1013279	0.0668896	0.0493073	0.035308	0.0150171	0.0080257	0.00553	0.0074516	0.0022099	0.0047114	0.0	0.0084034	0.0079602	0.0101289	0.0141549	0.0213958	0.0334282	0.0319392	0.0380952	0.0289053	0.0258503	0.021146	0.0042553	0.0014742	7.364E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Common Gallinule	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.969E-4	8.295E-4	0.0198825	0.0366013	0.0607772	0.0461894	0.0425661	0.0411573	0.0274617	0.0232082	0.024077	0.0267281	0.0290611	0.0309392	0.0259128	0.0219298	0.0287115	0.0547264	0.0414365	0.0557868	0.0596026	0.0704125	0.0851711	0.0640693	0.0707257	0.044898	0.0341064	0.0099291	0.002457	0.0014728	0.0	0.0	0.0015198	0.001002	0.0	0.0	0.0	
American Coot	0.0087577	0.0036364	0.0082965	0.0046773	0.0019036	0.0010379	0.0043188	0.0153846	0.0187013	0.0335697	0.0555024	0.1027875	0.1223559	0.1527338	0.1119826	0.1076054	0.0444573	0.0364853	0.0146699	0.0090231	0.0095563	0.0104334	0.0082949	0.0044709	0.0033149	0.008245	0.004386	0.0028011	0.0089552	0.0119705	0.0041632	0.0066225	0.0135135	0.0288973	0.0450216	0.0811808	0.1115646	0.1050477	0.1333333	0.163145	0.1885125	0.1288964	0.0816812	0.0805471	0.0541082	0.0251572	0.019084	0.0111329	
Purple Gallinule	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.112E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
moorhen/coot/gallinule sp.	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Yellow Rail	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.887E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
rail/crake sp.	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.094E-4	0.0	0.0	0.0	0.0	0.0	6.821E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Sandhill Crane	0.0282193	0.0264935	0.0110619	0.0163704	0.034264	0.0243902	0.0259128	0.0729345	0.1158442	0.1323877	0.1258373	0.1365854	0.1302364	0.1156801	0.1246187	0.1285287	0.1105658	0.0884767	0.0770171	0.1020008	0.0846416	0.0682183	0.0562212	0.0551416	0.0441989	0.0482921	0.0559211	0.0483193	0.0487562	0.0524862	0.0674438	0.0713194	0.0675676	0.069962	0.0831169	0.0811808	0.0802721	0.0757162	0.0631206	0.0732187	0.083947	0.0657119	0.0658208	0.050152	0.0591182	0.0530099	0.0412214	0.0340537	
Whooping Crane	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0040416	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Black-necked Stilt	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004075	3.923E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
American Avocet	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0083029	2.887E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0109649	0.0	0.0029851	0.0	0.0015	0.0015	0.0021337	0.0	0.0	0.0	0.0	0.0	0.0	4.914E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Black-bellied Plover	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0016606	5.774E-4	3.04E-4	0.005705	0.0070616	0.0088737	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0029851	0.0036832	0.0016653	0.0050942	0.0334282	0.026616	0.017316	0.0215252	0.0040816	0.0061392	0.0070922	9.828E-4	0.011782	0.0025274	0.0	0.0	0.0	0.0	0.0	0.0	
American Golden-Plover	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.321E-4	0.0	0.0	4.075E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.003E-4	9.95E-4	0.0	0.0158201	0.0061131	0.0142248	0.0121673	0.025974	0.0184502	0.0170068	0.0027285	7.092E-4	0.0029484	7.364E-4	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	
Black-bellied Plover/golden-plover sp.	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Killdeer	0.0	0.0015	0.0	0.0	0.0	0.0	0.0015705	0.0712251	0.1636364	0.3309693	0.4105263	0.4738676	0.4624637	0.4500678	0.4305011	0.4659582	0.3764434	0.3609	0.402608	0.4601805	0.4313993	0.399679	0.3834101	0.4180328	0.4154696	0.4051826	0.4166667	0.4194678	0.3850746	0.3554328	0.3796836	0.4055018	0.3598862	0.3285171	0.3627706	0.3751538	0.3544218	0.2946794	0.193617	0.1316953	0.1030928	0.042123	0.0214116	0.0151976	0.011022	0.0044924	0.0030534	0.0019646	
Semipalmated Plover	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.357E-4	3.321E-4	8.661E-4	0.020675	0.0354523	0.0400157	0.01843	0.0128411	0.0046083	7.452E-4	0.0	0.0023557	0.0065789	0.0168067	0.041791	0.0285451	0.041632	0.0514519	0.0305832	0.0342205	0.025974	0.0202952	0.0122449	0.0040928	7.092E-4	0.0	0.0014728	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Piping Plover	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0166058	2.887E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.003E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Snowy Plover	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0232269	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Upland Sandpiper	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.081E-4	0.0015	0.0	0.0	0.0	9.217E-4	0.0	0.0	0.0015	0.0087719	0.0	0.0	0.0	0.0015	0.0030565	7.112E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Hudsonian Whimbrel	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0101874	0.0149078	0.0027304	0.0	0.0	0.0	0.0	0.0	0.0	7.003E-4	0.00199	0.0	0.0016653	0.0	7.112E-4	0.0015209	8.658E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Hudsonian Godwit	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0034106	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Marbled Godwit	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Short-billed Dowitcher	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.887E-4	0.0076011	0.0126324	0.0027462	0.0	0.0	0.0	0.0	0.0	0.0023557	0.0120614	0.0091036	0.0079602	0.0055249	0.0049958	0.0066225	0.002845	0.0045627	0.0	0.00123	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Long-billed Dowitcher	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0036533	2.887E-4	0.0	4.075E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.605E-4	0.0	0.00123	0.0	0.0013643	0.0	0.0014742	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
