









Frequency of observations in the selected location(s).:
Number of taxa: 	424

	Jan				Feb				Mar				Apr				May				Jun				Jul				Aug				Sep				Oct				Nov				Dec				
Short-billed/Long-billed Dowitcher	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.661E-4	0.0012162	4.075E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.95E-4	9.208E-4	8.326E-4	0.0	0.0	0.0	0.0	0.00123	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
American Woodcock	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.008547	0.0124675	0.0283688	0.0258373	0.0191638	0.0203235	0.0158156	0.0126362	0.0053138	0.0025982	0.0054728	0.0044825	0.006277	0.0054608	0.0032103	0.002765	0.0029806	0.0044199	0.0035336	0.0010965	0.0070028	0.0049751	0.0018416	0.0024979	0.003566	0.0042674	0.0015209	0.004329	0.00369	0.0047619	0.0047749	0.0070922	0.0029484	0.0036819	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Wilson's Snipe	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.456E-4	0.0114833	0.0383275	0.0568229	0.0655219	0.0671024	0.0474925	0.0222286	0.0109456	0.0138549	0.0105924	0.0088737	0.0096308	0.0064516	0.0014903	0.0022099	0.0011779	0.0032895	7.003E-4	0.0069652	0.0036832	8.326E-4	0.0117168	0.0056899	0.0068441	0.0112554	0.0141451	0.0197279	0.0327422	0.022695	0.02457	0.0132548	0.0025274	7.93E-4	7.599E-4	0.0	0.0	0.0	0.0	
Wilson's Phalarope	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0018243	0.00489	7.846E-4	0.0156997	0.0096308	0.002765	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Red Phalarope	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.15E-4	0.0034014	0.0	0.0	0.0103194	0.0125184	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Red-necked Phalarope	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0399667	0.0147733	0.0056899	0.0	0.0025974	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Spotted Sandpiper	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.038E-4	0.0204793	0.0674195	0.1059469	0.1219216	0.1446618	0.1290702	0.0812287	0.105939	0.1023041	0.0901639	0.1060773	0.1425206	0.1469298	0.1715686	0.1701493	0.1510129	0.131557	0.1217524	0.0704125	0.0463878	0.030303	0.0270603	0.0183673	0.005457	0.0042553	4.914E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Solitary Sandpiper	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.519E-4	0.0069717	0.0235802	0.0450346	0.0316206	0.0183374	0.0039231	0.0	0.0	0.0	0.0	0.001105	0.0200236	0.0383772	0.07493	0.0716418	0.038674	0.0308077	0.0473765	0.0398293	0.0235741	0.0233766	0.0116851	0.0047619	0.0027285	0.0021277	4.914E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Lesser Yellowlegs	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0043062	0.002439	0.0029034	0.00723	0.0278867	0.0362006	0.0369515	0.0325327	0.0232274	0.0047077	6.826E-4	0.0	0.0	0.0022355	0.0088398	0.0282686	0.0416667	0.0588235	0.1004975	0.0543278	0.0524563	0.0753948	0.0405405	0.0311787	0.0138528	0.0196802	0.0136054	0.0109141	0.0070922	0.0054054	7.364E-4	8.425E-4	0.0	0.0	0.0	0.0	0.0	0.0	
Willet	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0132846	5.774E-4	9.121E-4	0.002445	3.923E-4	0.0	0.0	0.0	0.0	0.0132597	0.0	0.0	7.003E-4	0.0	0.0046041	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Greater Yellowlegs	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0033493	0.0055749	0.0095396	0.0140081	0.0361656	0.0342079	0.0193418	0.0173305	0.0162999	0.0039231	0.0027304	0.0	0.0	7.452E-4	0.0	0.0070671	0.0131579	0.0189076	0.0169154	0.019337	0.0166528	0.030056	0.0135135	0.0190114	0.0095238	0.0104551	0.0136054	0.0109141	0.0106383	0.0162162	0.0213549	0.0042123	0.0071372	0.0	0.0	0.0	0.0	0.0	
Lesser/Greater Yellowlegs	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.148E-4	9.038E-4	0.0021786	0.0019927	0.0020208	0.0012162	0.00163	3.923E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.002193	0.0028011	0.0	0.0036832	0.0041632	0.0030565	0.0	0.0	8.658E-4	6.15E-4	0.0013605	0.0	7.092E-4	4.914E-4	7.364E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Ruddy Turnstone	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0024324	0.0061125	0.0302079	0.0177474	0.0016051	0.0	0.0	0.0	0.0	0.0	0.0028011	0.0119403	9.208E-4	0.0224813	0.0076414	0.0035562	0.0	0.0	0.003075	0.0027211	0.0102319	0.0021277	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Red Knot	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.321E-4	8.661E-4	0.0	4.075E-4	3.923E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0101289	0.0449625	0.0117168	0.0	0.0015209	0.0017316	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Stilt Sandpiper	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0010965	0.0	0.0039801	0.0027624	0.0	0.0152827	0.0049787	0.008365	0.0051948	0.00246	0.0	6.821E-4	0.0	4.914E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Buff-breasted Sandpiper	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0157922	0.0369844	0.0022814	0.0017316	0.0079951	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Sanderling	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0049706	8.715E-4	6.642E-4	8.661E-4	0.0039526	0.0118174	0.016477	0.0109215	0.0	9.217E-4	7.452E-4	0.0	0.0	0.0109649	0.0238095	0.0208955	0.0128913	0.0466278	0.0489047	0.0398293	0.0608365	0.0164502	0.0086101	0.0081633	0.0129604	0.0028369	9.828E-4	0.0	8.425E-4	0.0	0.0	0.0	0.0	0.0	0.0	
Dunlin	3.244E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.484E-4	4.148E-4	0.0045188	0.0056645	0.0199269	0.0190531	0.020979	0.0513447	0.0553158	0.0191126	0.0	0.0	0.0	0.0	0.0	0.0	0.0028011	9.95E-4	0.0036832	0.0015	0.0	0.0	0.0015209	0.0	0.0061501	0.0081633	0.0102319	0.0056738	0.0162162	0.0338733	0.0134794	0.0079302	7.599E-4	0.002004	8.985E-4	0.0	0.0	
Purple Sandpiper	0.0	0.0036364	0.0038717	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Baird's Sandpiper	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002193	7.003E-4	0.0049751	0.0165746	0.0632806	0.0341314	0.0220484	0.0152091	0.0060606	0.00123	6.803E-4	0.0020464	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
White-rumped Sandpiper	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0036485	0.004075	0.0039231	0.0136519	0.0024077	0.0018433	0.0	0.0	0.0	0.0	0.0	0.0039801	9.208E-4	0.0	0.0010188	0.0014225	0.0053232	0.0	0.0092251	0.0129252	0.0020464	0.0	9.828E-4	0.0	0.0033698	0.0229976	0.0	0.0	0.0	0.0	0.0	
Least Sandpiper	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0023248	0.0124134	0.0453025	0.0590872	0.035308	0.003413	8.026E-4	0.0018433	0.0022355	0.0287293	0.04947	0.0690789	0.0980392	0.1044776	0.0957643	0.1215654	0.0967906	0.0675676	0.0334601	0.0181818	0.0123001	0.0102041	0.0102319	0.0028369	4.914E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Pectoral Sandpiper	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0013937	0.0	0.003615	0.0108932	0.0076387	0.0046189	0.0033445	0.00163	0.0	0.0	0.0	0.0	0.0	0.001105	0.0011779	0.0219298	0.017507	0.0278607	0.0220994	0.0233139	0.0626592	0.0241821	0.0174905	0.0147186	0.0289053	0.0197279	0.0231924	0.0212766	0.0162162	0.005891	0.0	0.001586	0.0	0.0	0.0	0.0	0.0	
Western Sandpiper	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015209	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Semipalmated Sandpiper	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.887E-4	0.006993	0.0228199	0.0470773	0.0450512	0.0088283	0.002765	0.0014903	0.0033149	0.0011779	0.0164474	0.0336134	0.041791	0.0469613	0.0849292	0.0916964	0.0348506	0.0250951	0.0034632	0.00123	6.803E-4	0.0013643	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Western/Semipalmated Sandpiper	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.003E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
peep sp.	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	9.121E-4	0.0012225	0.0039231	0.0020478	8.026E-4	0.002765	0.0	0.0022099	0.0	0.0010965	0.0035014	0.0069652	0.0073665	0.0033306	0.0066225	0.0	0.0022814	8.658E-4	6.15E-4	0.0	0.0	0.0	4.914E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Calidris sp.	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.484E-4	4.148E-4	4.519E-4	8.715E-4	0.0	5.774E-4	3.04E-4	8.15E-4	0.0015692	0.0	0.0016051	9.217E-4	7.452E-4	0.001105	0.0011779	0.0	0.0	9.95E-4	9.208E-4	0.0	0.0010188	0.0	0.0	8.658E-4	6.15E-4	0.0	0.0	0.0	4.914E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
large shorebird sp.	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.094E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
shorebird sp.	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.075E-4	3.923E-4	0.0	0.0	0.0015	0.0	0.0	0.0	0.002193	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.803E-4	0.0	0.0	0.0	7.364E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Parasitic Jaeger	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0102041	0.0218281	0.0191489	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Pomarine Jaeger	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0126369	0.0507534	0.0091185	0.0	0.0	0.0	0.0	
jaeger sp.	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.658E-4	0.00123	0.0	0.0	7.092E-4	4.914E-4	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	
Little Gull	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.605E-4	0.0	0.0	0.0	0.0	0.0028369	0.0	0.0022091	0.0025274	0.0	0.0	0.0	0.0	0.0	6.549E-4	
Sabine's Gull	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.803E-4	0.0	0.0	4.914E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Bonaparte's Gull	0.0152449	0.0088312	0.0011062	0.0014032	0.0	0.0	0.0	5.698E-4	0.0025974	0.0056738	0.0052632	0.0400697	0.0804645	0.1436963	0.1211329	0.106277	0.0404157	0.0161143	0.0171149	0.0129463	0.0075085	0.0032103	0.0101382	0.0044709	0.001105	0.0058893	0.0175439	0.0119048	0.0139303	0.0138122	0.0141549	0.0193581	0.0092461	0.0159696	0.017316	0.0123001	0.0251701	0.0395634	0.0631206	0.1002457	0.1553756	0.1499579	0.1681205	0.1276596	0.0971944	0.1078167	0.0473282	0.0510806	
Laughing Gull	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.846E-4	0.0020478	0.0	9.217E-4	0.0134128	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	8.658E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Franklin's Gull	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.887E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0044709	0.001105	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.821E-4	0.0	0.0	0.0	0.0	7.93E-4	0.0	0.0	0.0	0.0	0.0	
Heermann's Gull	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.828E-4	0.0015	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	
Ring-billed Gull	0.2883555	0.225974	0.1659292	0.1407858	0.1478426	0.1390763	0.1221044	0.2763533	0.3246753	0.4023641	0.4511962	0.4571429	0.430112	0.4306371	0.3716776	0.3630023	0.2598152	0.2611736	0.2559087	0.2958023	0.2675768	0.1990369	0.19447	0.2414307	0.2198895	0.2720848	0.310307	0.3501401	0.3970149	0.3508287	0.4229808	0.4223128	0.4025605	0.4030418	0.4112554	0.4071341	0.4156463	0.4270123	0.4368794	0.429484	0.4955817	0.4532435	0.4520222	0.4278116	0.4248497	0.3701707	0.3343511	0.3228553	
American Herring Gull	0.1751541	0.1688312	0.1576327	0.1300281	0.1364213	0.1219512	0.0871614	0.162963	0.1916883	0.1867612	0.2157895	0.1965157	0.1584405	0.1604157	0.1368192	0.1275324	0.0649538	0.0611128	0.0615322	0.0792468	0.0675768	0.0457464	0.0534562	0.0834575	0.0640884	0.0789164	0.0789474	0.1001401	0.119403	0.106814	0.1465445	0.1563933	0.116643	0.113308	0.1151515	0.1285363	0.1210884	0.1268759	0.1702128	0.1336609	0.167894	0.1979781	0.2014274	0.1952888	0.1853707	0.1778976	0.1541985	0.2049771	
Great Black-backed Gull	0.0645475	0.0633766	0.0647124	0.05145	0.0463198	0.0456668	0.0251276	0.0558405	0.0498701	0.0614657	0.05311	0.041115	0.0207383	0.0167194	0.0087146	0.0106277	0.0060624	0.0048647	0.004075	0.0051	0.0075085	0.0032103	0.002765	0.0059613	0.0055249	0.0023557	0.002193	0.0028011	0.0089552	0.0027624	0.0124896	0.0081508	0.0049787	0.0015209	0.0034632	0.004305	0.0020408	0.0047749	0.0375887	0.0113022	0.0198822	0.0345409	0.0563045	0.0600304	0.0651303	0.0584007	0.048855	0.0936477	
Glaucous Gull	0.0272462	0.0181818	0.0182522	0.0233863	0.0209391	0.0155682	0.0094229	0.0136752	0.0114286	0.0113475	0.0148325	0.0118467	0.0045624	0.0018075	0.0026144	9.963E-4	0.0015	3.04E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.914E-4	7.364E-4	0.0050548	0.0087232	0.0098784	0.011022	0.0035939	0.0091603	0.0333988	
American Herring x Glaucous Gull (hybrid)	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.364E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Lesser Black-backed Gull	0.020759	0.0192208	0.011615	0.015435	0.017132	0.0114167	0.003141	0.014245	0.0171429	0.0160757	0.0263158	0.0114983	0.0082953	0.0076819	0.0017429	0.0013285	0.0	6.081E-4	4.075E-4	0.0	0.0	0.0	0.0	0.0022355	0.001105	0.0011779	0.0	0.0	9.95E-4	0.0	0.0	5.094E-4	0.0	7.605E-4	0.0	0.00246	0.007483	0.0143247	0.0205674	0.0167076	0.0272459	0.0320135	0.0539255	0.0402736	0.0340681	0.0224618	0.0175573	0.0288147	
California Gull	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0021277	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Slaty-backed Gull	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0013098	
Iceland Gull	0.0132987	0.0093506	0.005531	0.01029	0.0057107	0.0020758	0.0011779	0.0022792	5.195E-4	0.0047281	0.0086124	0.0031359	0.0033181	4.519E-4	4.357E-4	0.0013285	0.0	6.081E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.803E-4	0.0	7.092E-4	4.914E-4	7.364E-4	0.0016849	7.93E-4	0.0083587	0.008016	0.0053908	0.0053435	0.0137525	
white-winged gull sp.	0.0016218	0.0020779	0.0011062	9.355E-4	0.0	0.0	3.926E-4	0.0	0.0	4.728E-4	0.0014354	6.969E-4	0.0	9.038E-4	4.357E-4	0.0	0.0	3.04E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.364E-4	8.425E-4	0.0	0.0	0.0	0.0	7.634E-4	0.0013098	
Larus sp.	0.0077846	0.0062338	0.0077434	0.0065482	0.0063452	0.0031136	0.0058893	0.0034188	0.0036364	0.0033097	0.0047847	0.0017422	4.148E-4	9.038E-4	8.715E-4	0.0019927	0.0011547	9.121E-4	0.0	7.846E-4	6.826E-4	8.026E-4	0.0018433	0.0014903	0.0	0.0011779	0.0	0.0014006	0.0029851	0.0	8.326E-4	0.0	7.112E-4	7.605E-4	8.658E-4	0.00492	0.0020408	0.0061392	0.012766	0.007371	0.0014728	0.0050548	0.0095163	0.0045593	0.00501	0.0098832	0.0030534	0.0117878	
gull sp.	0.0223808	0.025974	0.0232301	0.0168382	0.0222081	0.0155682	0.0184531	0.02849	0.0176623	0.0222222	0.0162679	0.0149826	0.0095396	0.0131044	0.0095861	0.0076387	0.0060624	0.0051687	0.007335	0.0051	0.0054608	0.0040128	0.0046083	0.0044709	0.0033149	0.0106007	0.0098684	0.0070028	0.0059701	0.0092081	0.0058285	0.0061131	0.0049787	0.0045627	0.008658	0.0067651	0.0122449	0.0143247	0.0170213	0.0103194	0.0103093	0.0252738	0.0214116	0.0212766	0.011022	0.0197664	0.0267176	0.0301244	
Caspian Tern	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.484E-4	0.0049772	0.0343425	0.0418301	0.0624377	0.0409931	0.0364853	0.0330073	0.0337387	0.0273038	0.0200642	0.0221198	0.0625931	0.0530387	0.0694935	0.0712719	0.1015406	0.1641791	0.1611418	0.2256453	0.2210902	0.2019915	0.1688213	0.1445887	0.1076261	0.0680272	0.0347885	0.0056738	0.0014742	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Black Tern	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.321E-4	0.0040416	0.0063849	0.0069275	0.0215771	0.0081911	0.0064205	0.00553	0.0067064	0.0055249	0.0176678	0.0087719	0.0028011	9.95E-4	9.208E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Forster's Tern	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0031359	0.0327665	0.1762314	0.222658	0.2603786	0.2055427	0.1815141	0.1744091	0.2208709	0.1576792	0.117175	0.1004608	0.1050671	0.0828729	0.1095406	0.0811404	0.0658263	0.038806	0.0349908	0.0241465	0.016811	0.0056899	0.0129278	0.0060606	0.003075	0.0020408	0.0	7.092E-4	0.0019656	0.0014728	0.0016849	0.0	0.0	0.0	0.0	0.0	0.0	
Common Tern	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.148E-4	0.0013556	0.0013072	0.0049817	0.0210739	0.0291882	0.0228199	0.0435465	0.0259386	0.0248796	0.0202765	0.0290611	0.0276243	0.0388693	0.0274123	0.0343137	0.0308458	0.0184162	0.0216486	0.0086602	0.0035562	0.0243346	0.004329	0.00123	0.0015	0.0015	7.092E-4	9.828E-4	0.0014728	8.425E-4	0.0	0.0	0.0	0.0	0.0	0.0	
Forster's/Common Tern	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0012443	0.0022594	0.004793	0.0053138	0.0040416	0.0079051	0.0061125	0.0090231	0.0075085	0.0072231	0.0036866	0.0089419	0.0033149	0.008245	0.0032895	0.0042017	0.0049751	0.0018416	0.0016653	0.0010188	0.0	0.0022814	8.658E-4	6.15E-4	6.803E-4	6.821E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Sterna sp.	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.357E-4	0.0013285	2.887E-4	3.04E-4	0.0015	0.0011769	6.826E-4	0.0	0.0	0.0014903	0.0	0.0011779	0.0032895	0.0	0.0	0.0	0.0	5.094E-4	0.0	0.0	0.0	0.0	0.0020408	6.821E-4	7.092E-4	0.0	7.364E-4	8.425E-4	0.0	0.0	0.0	0.0	0.0	0.0	
tern sp.	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0012443	9.038E-4	0.0034858	0.0023248	0.0017321	0.0018243	0.002445	0.0019616	0.0020478	8.026E-4	0.002765	0.0014903	0.0	0.0	0.0010965	0.0015	0.00199	0.0	8.326E-4	0.0	7.112E-4	7.605E-4	0.0017316	0.0015	0.0	0.0	7.092E-4	4.914E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
